student_id,student_name,age,gender,Country,university,program_level,Program,year_of_study,tuition_usd,scholarship,online_classes,campus_facilities_rating,teaching_quality_rating,overall_satisfaction,City,University,Level,Duration_Years,Tuition_USD,Living_Cost_Index,Rent_USD,Visa_Fee_USD,Insurance_USD,Exchange_Rate,efficiency_score
2,Richard Hughes,20,Female,UK,Norton LLC University,Master,Computer Science,4,6419,Yes,Yes,3,4,Satisfied,Durham,Durham University,Bachelor,3.0,28900,71.6,1250,490,800,0.79,3
2,Richard Hughes,20,Female,UK,Norton LLC University,Master,Computer Science,4,6419,Yes,Yes,3,4,Satisfied,Liverpool,University of Liverpool,Bachelor,3.0,28600,70.2,1100,490,800,0.79,3
2,Richard Hughes,20,Female,UK,Norton LLC University,Master,Computer Science,4,6419,Yes,Yes,3,4,Satisfied,Cardiff,Cardiff University,Bachelor,3.0,28300,69.8,1050,490,800,0.79,3
2,Richard Hughes,20,Female,UK,Norton LLC University,Master,Computer Science,4,6419,Yes,Yes,3,4,Satisfied,Newcastle,Newcastle University,Bachelor,3.0,28000,70.1,1100,490,800,0.79,3
2,Richard Hughes,20,Female,UK,Norton LLC University,Master,Computer Science,4,6419,Yes,Yes,3,4,Satisfied,Aberdeen,University of Aberdeen,Bachelor,4.0,27700,69.5,1000,490,800,0.79,3
2,Richard Hughes,20,Female,UK,Norton LLC University,Master,Computer Science,4,6419,Yes,Yes,3,4,Satisfied,Leicester,University of Leicester,Bachelor,3.0,27400,68.9,950,490,800,0.79,3
2,Richard Hughes,20,Female,UK,Norton LLC University,Master,Computer Science,4,6419,Yes,Yes,3,4,Satisfied,Reading,University of Reading,Bachelor,3.0,27100,71.2,1150,490,800,0.79,3
2,Richard Hughes,20,Female,UK,Norton LLC University,Master,Computer Science,4,6419,Yes,Yes,3,4,Satisfied,Sussex,University of Sussex,Bachelor,3.0,26800,72.5,1200,490,800,0.79,3
2,Richard Hughes,20,Female,UK,Norton LLC University,Master,Computer Science,4,6419,Yes,Yes,3,4,Satisfied,Essex,University of Essex,Bachelor,3.0,26500,69.8,1000,490,800,0.79,3
2,Richard Hughes,20,Female,UK,Norton LLC University,Master,Computer Science,4,6419,Yes,Yes,3,4,Satisfied,Bath,University of Bath,Bachelor,3.0,26200,73.4,1250,490,800,0.79,3
2,Richard Hughes,20,Female,UK,Norton LLC University,Master,Computer Science,4,6419,Yes,Yes,3,4,Satisfied,Surrey,University of Surrey,Bachelor,3.0,25900,71.8,1150,490,800,0.79,3
2,Richard Hughes,20,Female,UK,Norton LLC University,Master,Computer Science,4,6419,Yes,Yes,3,4,Satisfied,Exeter,University of Exeter,Bachelor,3.0,25600,72.1,1200,490,800,0.79,3
2,Richard Hughes,20,Female,UK,Norton LLC University,Master,Computer Science,4,6419,Yes,Yes,3,4,Satisfied,Kent,University of Kent,Bachelor,3.0,25300,70.5,1100,490,800,0.79,3
2,Richard Hughes,20,Female,UK,Norton LLC University,Master,Computer Science,4,6419,Yes,Yes,3,4,Satisfied,Dundee,University of Dundee,Bachelor,4.0,25000,68.9,950,490,800,0.79,3
2,Richard Hughes,20,Female,UK,Norton LLC University,Master,Computer Science,4,6419,Yes,Yes,3,4,Satisfied,Strathclyde,University of Strathclyde,Bachelor,4.0,24700,69.2,1000,490,800,0.79,3
2,Richard Hughes,20,Female,UK,Norton LLC University,Master,Computer Science,4,6419,Yes,Yes,3,4,Satisfied,Heriot-Watt,Heriot-Watt University,Bachelor,4.0,24400,69.5,1050,490,800,0.79,3
2,Richard Hughes,20,Female,UK,Norton LLC University,Master,Computer Science,4,6419,Yes,Yes,3,4,Satisfied,Loughborough,Loughborough University,Bachelor,3.0,24100,68.5,900,490,800,0.79,3
2,Richard Hughes,20,Female,UK,Norton LLC University,Master,Computer Science,4,6419,Yes,Yes,3,4,Satisfied,Brunel,Brunel University London,Bachelor,3.0,23800,83.2,1800,490,800,0.79,3
2,Richard Hughes,20,Female,UK,Norton LLC University,Master,Computer Science,4,6419,Yes,Yes,3,4,Satisfied,Queen Mary,Queen Mary University of London,Bachelor,3.0,23500,83.2,1900,490,800,0.79,3
2,Richard Hughes,20,Female,UK,Norton LLC University,Master,Computer Science,4,6419,Yes,Yes,3,4,Satisfied,Royal Holloway,Royal Holloway University,Bachelor,3.0,23200,75.5,1400,490,800,0.79,3
2,Richard Hughes,20,Female,UK,Norton LLC University,Master,Computer Science,4,6419,Yes,Yes,3,4,Satisfied,Lancaster,Lancaster University,Bachelor,3.0,22900,69.8,1000,490,800,0.79,3
2,Richard Hughes,20,Female,UK,Norton LLC University,Master,Computer Science,4,6419,Yes,Yes,3,4,Satisfied,Swansea,Swansea University,Bachelor,3.0,22600,68.5,950,490,800,0.79,3
2,Richard Hughes,20,Female,UK,Norton LLC University,Master,Computer Science,4,6419,Yes,Yes,3,4,Satisfied,Aston,Aston University,Bachelor,3.0,22300,71.8,1200,490,800,0.79,3
2,Richard Hughes,20,Female,UK,Norton LLC University,Master,Computer Science,4,6419,Yes,Yes,3,4,Satisfied,Hull,University of Hull,Bachelor,3.0,22000,67.9,850,490,800,0.79,3
2,Richard Hughes,20,Female,UK,Norton LLC University,Master,Computer Science,4,6419,Yes,Yes,3,4,Satisfied,Keele,Keele University,Bachelor,3.0,21700,67.5,800,490,800,0.79,3
2,Richard Hughes,20,Female,UK,Norton LLC University,Master,Computer Science,4,6419,Yes,Yes,3,4,Satisfied,Plymouth,University of Plymouth,Bachelor,3.0,21400,69.2,950,490,800,0.79,3
2,Richard Hughes,20,Female,UK,Norton LLC University,Master,Computer Science,4,6419,Yes,Yes,3,4,Satisfied,Portsmouth,University of Portsmouth,Bachelor,3.0,21100,70.5,1000,490,800,0.79,3
2,Richard Hughes,20,Female,UK,Norton LLC University,Master,Computer Science,4,6419,Yes,Yes,3,4,Satisfied,Ulster,Ulster University,Bachelor,3.0,20800,67.2,800,490,800,0.79,3
2,Richard Hughes,20,Female,UK,Norton LLC University,Master,Computer Science,4,6419,Yes,Yes,3,4,Satisfied,Northumbria,Northumbria University,Bachelor,3.0,20500,68.5,900,490,800,0.79,3
2,Richard Hughes,20,Female,UK,Norton LLC University,Master,Computer Science,4,6419,Yes,Yes,3,4,Satisfied,Coventry,Coventry University,Bachelor,3.0,20200,69.8,950,490,800,0.79,3
2,Richard Hughes,20,Female,UK,Norton LLC University,Master,Computer Science,4,6419,Yes,Yes,3,4,Satisfied,Oxford Brookes,Oxford Brookes University,Bachelor,3.0,19900,77.8,1500,490,800,0.79,3
2,Richard Hughes,20,Female,UK,Norton LLC University,Master,Computer Science,4,6419,Yes,Yes,3,4,Satisfied,De Montfort,De Montfort University,Bachelor,3.0,19600,68.9,900,490,800,0.79,3
2,Richard Hughes,20,Female,UK,Norton LLC University,Master,Computer Science,4,6419,Yes,Yes,3,4,Satisfied,Westminster,University of Westminster,Bachelor,3.0,19300,83.2,1800,490,800,0.79,3
2,Richard Hughes,20,Female,UK,Norton LLC University,Master,Computer Science,4,6419,Yes,Yes,3,4,Satisfied,Greenwich,University of Greenwich,Bachelor,3.0,19000,83.2,1700,490,800,0.79,3
2,Richard Hughes,20,Female,UK,Norton LLC University,Master,Computer Science,4,6419,Yes,Yes,3,4,Satisfied,Kingston,Kingston University,Bachelor,3.0,18700,83.2,1600,490,800,0.79,3
2,Richard Hughes,20,Female,UK,Norton LLC University,Master,Computer Science,4,6419,Yes,Yes,3,4,Satisfied,Oxford,University of Oxford,PhD,4.0,40000,71.5,1400,485,800,0.79,3
2,Richard Hughes,20,Female,UK,Norton LLC University,Master,Computer Science,4,6419,Yes,Yes,3,4,Satisfied,Nottingham,University of Nottingham,PhD,4.0,34000,61.2,800,485,800,0.79,3
2,Richard Hughes,20,Female,UK,Norton LLC University,Master,Computer Science,4,6419,Yes,Yes,3,4,Satisfied,London,King's College London,Master,1.0,39000,75.3,1900,485,800,0.79,3
2,Richard Hughes,20,Female,UK,Norton LLC University,Master,Computer Science,4,6419,Yes,Yes,3,4,Satisfied,Edinburgh,Heriot-Watt University,Master,1.0,37000,67.8,1200,485,800,0.79,3
2,Richard Hughes,20,Female,UK,Norton LLC University,Master,Computer Science,4,6419,Yes,Yes,3,4,Satisfied,Birmingham,University of Birmingham,Master,1.0,36000,65.4,1100,485,800,0.79,3
2,Richard Hughes,20,Female,UK,Norton LLC University,Master,Computer Science,4,6419,Yes,Yes,3,4,Satisfied,Leeds,Leeds Beckett University,Bachelor,3.0,34000,63.2,900,485,800,0.79,3
2,Richard Hughes,20,Female,UK,Norton LLC University,Master,Computer Science,4,6419,Yes,Yes,3,4,Satisfied,Bristol,UWE Bristol,Master,1.0,33000,68.9,1100,485,800,0.79,3
3,John Cooper,34,Female,UK,Berg Inc University,PhD,Engineering,3,7126,Yes,No,3,5,Very Dissatisfied,Manchester,University of Manchester,Bachelor,3.0,35000,65.4,900,485,800,0.79,0
3,John Cooper,34,Female,UK,Berg Inc University,PhD,Engineering,3,7126,Yes,No,3,5,Very Dissatisfied,Sheffield,University of Sheffield,Master,2.0,33000,62.3,850,485,800,0.79,0
3,John Cooper,34,Female,UK,Berg Inc University,PhD,Engineering,3,7126,Yes,No,3,5,Very Dissatisfied,Durham,Durham University,Master,2.0,35000,63.4,900,485,800,0.79,0
6,Kristin Thompson,19,Other,Japan,Page LLC University,Master,Data Science,3,21558,Yes,Yes,1,4,Very Dissatisfied,Sapporo,Hokkaido University,Master,2.0,8100,63.5,550,220,750,145.8,0
11,Candace Robbins,33,Female,France,Green Ltd University,Master,Computer Science,5,42121,Yes,No,5,4,Satisfied,Paris,École Polytechnique,Master,2.0,15600,74.6,1500,99,650,0.92,3
11,Candace Robbins,33,Female,France,Green Ltd University,Master,Computer Science,5,42121,Yes,No,5,4,Satisfied,Toulouse,University of Toulouse,Bachelor,3.0,4000,71.2,900,99,850,0.92,3
11,Candace Robbins,33,Female,France,Green Ltd University,Master,Computer Science,5,42121,Yes,No,5,4,Satisfied,Nice,University of Nice,Master,2.0,4100,76.5,1300,99,850,0.92,3
11,Candace Robbins,33,Female,France,Green Ltd University,Master,Computer Science,5,42121,Yes,No,5,4,Satisfied,Strasbourg,University of Strasbourg,Master,2.0,4000,70.2,1000,99,850,0.92,3
11,Candace Robbins,33,Female,France,Green Ltd University,Master,Computer Science,5,42121,Yes,No,5,4,Satisfied,Paris,Sorbonne University,Master,2.0,4500,84.3,1800,99,850,0.92,3
11,Candace Robbins,33,Female,France,Green Ltd University,Master,Computer Science,5,42121,Yes,No,5,4,Satisfied,Lille,University of Lille,Bachelor,3.0,4200,69.8,950,99,850,0.92,3
13,Nicole Powell,26,Male,Australia,Martinez-Johnson University,Bachelor,Business,3,30891,Yes,No,3,2,Satisfied,Sydney,University of Sydney,Bachelor,3.0,35000,72.8,1600,450,650,1.52,3
15,Donald Little,33,Male,Canada,"Beck, White and Long University",Bachelor,Computer Science,1,3902,No,Yes,5,4,Dissatisfied,Edmonton,University of Alberta,PhD,4.0,22800,67.8,1200,235,900,1.35,1
15,Donald Little,33,Male,Canada,"Beck, White and Long University",Bachelor,Computer Science,1,3902,No,Yes,5,4,Dissatisfied,London ON,Western University,Master,2.0,29800,65.8,1100,235,900,1.35,1
15,Donald Little,33,Male,Canada,"Beck, White and Long University",Bachelor,Computer Science,1,3902,No,Yes,5,4,Dissatisfied,Winnipeg,University of Manitoba,Bachelor,4.0,26800,62.5,950,235,900,1.35,1
15,Donald Little,33,Male,Canada,"Beck, White and Long University",Bachelor,Computer Science,1,3902,No,Yes,5,4,Dissatisfied,St. John's,Memorial University,Master,2.0,19800,63.2,950,235,900,1.35,1
15,Donald Little,33,Male,Canada,"Beck, White and Long University",Bachelor,Computer Science,1,3902,No,Yes,5,4,Dissatisfied,Toronto,University of Toronto,Bachelor,4.0,45200,73.5,1800,235,600,1.35,1
15,Donald Little,33,Male,Canada,"Beck, White and Long University",Bachelor,Computer Science,1,3902,No,Yes,5,4,Dissatisfied,Toronto,University of Toronto,Master,2.0,28500,73.5,1800,235,600,1.35,1
15,Donald Little,33,Male,Canada,"Beck, White and Long University",Bachelor,Computer Science,1,3902,No,Yes,5,4,Dissatisfied,Vancouver,University of British Columbia,Bachelor,4.0,43800,71.2,1900,235,600,1.35,1
15,Donald Little,33,Male,Canada,"Beck, White and Long University",Bachelor,Computer Science,1,3902,No,Yes,5,4,Dissatisfied,Vancouver,University of British Columbia,Master,2.0,27900,71.2,1900,235,600,1.35,1
15,Donald Little,33,Male,Canada,"Beck, White and Long University",Bachelor,Computer Science,1,3902,No,Yes,5,4,Dissatisfied,Montreal,McGill University,Bachelor,4.0,41500,65.8,1500,235,600,1.35,1
15,Donald Little,33,Male,Canada,"Beck, White and Long University",Bachelor,Computer Science,1,3902,No,Yes,5,4,Dissatisfied,Montreal,McGill University,Master,2.0,26800,65.8,1500,235,600,1.35,1
15,Donald Little,33,Male,Canada,"Beck, White and Long University",Bachelor,Computer Science,1,3902,No,Yes,5,4,Dissatisfied,Waterloo,University of Waterloo,Bachelor,4.0,40900,62.4,1300,235,600,1.35,1
15,Donald Little,33,Male,Canada,"Beck, White and Long University",Bachelor,Computer Science,1,3902,No,Yes,5,4,Dissatisfied,Waterloo,University of Waterloo,Master,2.0,26200,62.4,1300,235,600,1.35,1
15,Donald Little,33,Male,Canada,"Beck, White and Long University",Bachelor,Computer Science,1,3902,No,Yes,5,4,Dissatisfied,Montreal,University of Montreal,Bachelor,4.0,39500,65.8,1400,235,600,1.35,1
15,Donald Little,33,Male,Canada,"Beck, White and Long University",Bachelor,Computer Science,1,3902,No,Yes,5,4,Dissatisfied,Montreal,University of Montreal,Master,2.0,25800,65.8,1400,235,600,1.35,1
15,Donald Little,33,Male,Canada,"Beck, White and Long University",Bachelor,Computer Science,1,3902,No,Yes,5,4,Dissatisfied,Edmonton,University of Alberta,Bachelor,4.0,38200,61.9,1200,235,600,1.35,1
15,Donald Little,33,Male,Canada,"Beck, White and Long University",Bachelor,Computer Science,1,3902,No,Yes,5,4,Dissatisfied,Edmonton,University of Alberta,Master,2.0,24900,61.9,1200,235,600,1.35,1
15,Donald Little,33,Male,Canada,"Beck, White and Long University",Bachelor,Computer Science,1,3902,No,Yes,5,4,Dissatisfied,Ottawa,University of Ottawa,Bachelor,4.0,37800,63.5,1400,235,600,1.35,1
15,Donald Little,33,Male,Canada,"Beck, White and Long University",Bachelor,Computer Science,1,3902,No,Yes,5,4,Dissatisfied,Ottawa,University of Ottawa,Master,2.0,24500,63.5,1400,235,600,1.35,1
15,Donald Little,33,Male,Canada,"Beck, White and Long University",Bachelor,Computer Science,1,3902,No,Yes,5,4,Dissatisfied,Calgary,University of Calgary,Bachelor,4.0,37200,62.8,1300,235,600,1.35,1
15,Donald Little,33,Male,Canada,"Beck, White and Long University",Bachelor,Computer Science,1,3902,No,Yes,5,4,Dissatisfied,Calgary,University of Calgary,Master,2.0,24100,62.8,1300,235,600,1.35,1
15,Donald Little,33,Male,Canada,"Beck, White and Long University",Bachelor,Computer Science,1,3902,No,Yes,5,4,Dissatisfied,Hamilton,McMaster University,Bachelor,4.0,36500,64.2,1250,235,600,1.35,1
15,Donald Little,33,Male,Canada,"Beck, White and Long University",Bachelor,Computer Science,1,3902,No,Yes,5,4,Dissatisfied,Hamilton,McMaster University,Master,2.0,23800,64.2,1250,235,600,1.35,1
15,Donald Little,33,Male,Canada,"Beck, White and Long University",Bachelor,Computer Science,1,3902,No,Yes,5,4,Dissatisfied,London,Western University,Bachelor,4.0,35900,61.5,1200,235,600,1.35,1
15,Donald Little,33,Male,Canada,"Beck, White and Long University",Bachelor,Computer Science,1,3902,No,Yes,5,4,Dissatisfied,London,Western University,Master,2.0,23500,61.5,1200,235,600,1.35,1
15,Donald Little,33,Male,Canada,"Beck, White and Long University",Bachelor,Computer Science,1,3902,No,Yes,5,4,Dissatisfied,Kingston,Queen's University,Bachelor,4.0,35400,62.1,1300,235,600,1.35,1
15,Donald Little,33,Male,Canada,"Beck, White and Long University",Bachelor,Computer Science,1,3902,No,Yes,5,4,Dissatisfied,Kingston,Queen's University,Master,2.0,23200,62.1,1300,235,600,1.35,1
15,Donald Little,33,Male,Canada,"Beck, White and Long University",Bachelor,Computer Science,1,3902,No,Yes,5,4,Dissatisfied,Victoria,University of Victoria,Bachelor,4.0,34800,64.8,1400,235,600,1.35,1
15,Donald Little,33,Male,Canada,"Beck, White and Long University",Bachelor,Computer Science,1,3902,No,Yes,5,4,Dissatisfied,Victoria,University of Victoria,Master,2.0,22900,64.8,1400,235,600,1.35,1
15,Donald Little,33,Male,Canada,"Beck, White and Long University",Bachelor,Computer Science,1,3902,No,Yes,5,4,Dissatisfied,Halifax,Dalhousie University,Bachelor,4.0,34200,61.2,1200,235,600,1.35,1
15,Donald Little,33,Male,Canada,"Beck, White and Long University",Bachelor,Computer Science,1,3902,No,Yes,5,4,Dissatisfied,Halifax,Dalhousie University,Master,2.0,22600,61.2,1200,235,600,1.35,1
15,Donald Little,33,Male,Canada,"Beck, White and Long University",Bachelor,Computer Science,1,3902,No,Yes,5,4,Dissatisfied,Winnipeg,University of Manitoba,Bachelor,4.0,33600,59.8,1100,235,600,1.35,1
15,Donald Little,33,Male,Canada,"Beck, White and Long University",Bachelor,Computer Science,1,3902,No,Yes,5,4,Dissatisfied,Winnipeg,University of Manitoba,Master,2.0,22300,59.8,1100,235,600,1.35,1
15,Donald Little,33,Male,Canada,"Beck, White and Long University",Bachelor,Computer Science,1,3902,No,Yes,5,4,Dissatisfied,Quebec City,Laval University,Bachelor,4.0,33000,58.5,1000,235,600,1.35,1
15,Donald Little,33,Male,Canada,"Beck, White and Long University",Bachelor,Computer Science,1,3902,No,Yes,5,4,Dissatisfied,Quebec City,Laval University,Master,2.0,22000,58.5,1000,235,600,1.35,1
15,Donald Little,33,Male,Canada,"Beck, White and Long University",Bachelor,Computer Science,1,3902,No,Yes,5,4,Dissatisfied,Saskatoon,University of Saskatchewan,Bachelor,4.0,32400,58.2,950,235,600,1.35,1
15,Donald Little,33,Male,Canada,"Beck, White and Long University",Bachelor,Computer Science,1,3902,No,Yes,5,4,Dissatisfied,Saskatoon,University of Saskatchewan,Master,2.0,21700,58.2,950,235,600,1.35,1
15,Donald Little,33,Male,Canada,"Beck, White and Long University",Bachelor,Computer Science,1,3902,No,Yes,5,4,Dissatisfied,St. John's,Memorial University,Bachelor,4.0,31800,57.9,900,235,600,1.35,1
15,Donald Little,33,Male,Canada,"Beck, White and Long University",Bachelor,Computer Science,1,3902,No,Yes,5,4,Dissatisfied,St. John's,Memorial University,Master,2.0,21400,57.9,900,235,600,1.35,1
15,Donald Little,33,Male,Canada,"Beck, White and Long University",Bachelor,Computer Science,1,3902,No,Yes,5,4,Dissatisfied,Regina,University of Regina,Bachelor,4.0,31200,57.5,900,235,600,1.35,1
15,Donald Little,33,Male,Canada,"Beck, White and Long University",Bachelor,Computer Science,1,3902,No,Yes,5,4,Dissatisfied,Regina,University of Regina,Master,2.0,21100,57.5,900,235,600,1.35,1
15,Donald Little,33,Male,Canada,"Beck, White and Long University",Bachelor,Computer Science,1,3902,No,Yes,5,4,Dissatisfied,Sherbrooke,University of Sherbrooke,Bachelor,4.0,30600,56.8,850,235,600,1.35,1
15,Donald Little,33,Male,Canada,"Beck, White and Long University",Bachelor,Computer Science,1,3902,No,Yes,5,4,Dissatisfied,Sherbrooke,University of Sherbrooke,Master,2.0,20800,56.8,850,235,600,1.35,1
15,Donald Little,33,Male,Canada,"Beck, White and Long University",Bachelor,Computer Science,1,3902,No,Yes,5,4,Dissatisfied,Windsor,University of Windsor,Bachelor,4.0,30000,58.9,950,235,600,1.35,1
15,Donald Little,33,Male,Canada,"Beck, White and Long University",Bachelor,Computer Science,1,3902,No,Yes,5,4,Dissatisfied,Windsor,University of Windsor,Master,2.0,20500,58.9,950,235,600,1.35,1
15,Donald Little,33,Male,Canada,"Beck, White and Long University",Bachelor,Computer Science,1,3902,No,Yes,5,4,Dissatisfied,Moncton,University of New Brunswick,Bachelor,4.0,29400,57.2,900,235,600,1.35,1
15,Donald Little,33,Male,Canada,"Beck, White and Long University",Bachelor,Computer Science,1,3902,No,Yes,5,4,Dissatisfied,Moncton,University of New Brunswick,Master,2.0,20200,57.2,900,235,600,1.35,1
15,Donald Little,33,Male,Canada,"Beck, White and Long University",Bachelor,Computer Science,1,3902,No,Yes,5,4,Dissatisfied,Trois-Rivieres,UQTR,Bachelor,4.0,28800,56.5,850,235,600,1.35,1
15,Donald Little,33,Male,Canada,"Beck, White and Long University",Bachelor,Computer Science,1,3902,No,Yes,5,4,Dissatisfied,Trois-Rivieres,UQTR,Master,2.0,19900,56.5,850,235,600,1.35,1
15,Donald Little,33,Male,Canada,"Beck, White and Long University",Bachelor,Computer Science,1,3902,No,Yes,5,4,Dissatisfied,Thunder Bay,Lakehead University,Bachelor,4.0,28200,56.2,800,235,600,1.35,1
15,Donald Little,33,Male,Canada,"Beck, White and Long University",Bachelor,Computer Science,1,3902,No,Yes,5,4,Dissatisfied,Thunder Bay,Lakehead University,Master,2.0,19600,56.2,800,235,600,1.35,1
15,Donald Little,33,Male,Canada,"Beck, White and Long University",Bachelor,Computer Science,1,3902,No,Yes,5,4,Dissatisfied,Sudbury,Laurentian University,Bachelor,4.0,27600,55.8,800,235,600,1.35,1
15,Donald Little,33,Male,Canada,"Beck, White and Long University",Bachelor,Computer Science,1,3902,No,Yes,5,4,Dissatisfied,Sudbury,Laurentian University,Master,2.0,19300,55.8,800,235,600,1.35,1
15,Donald Little,33,Male,Canada,"Beck, White and Long University",Bachelor,Computer Science,1,3902,No,Yes,5,4,Dissatisfied,Prince George,UNBC,Bachelor,4.0,27000,55.5,750,235,600,1.35,1
15,Donald Little,33,Male,Canada,"Beck, White and Long University",Bachelor,Computer Science,1,3902,No,Yes,5,4,Dissatisfied,Prince George,UNBC,Master,2.0,19000,55.5,750,235,600,1.35,1
15,Donald Little,33,Male,Canada,"Beck, White and Long University",Bachelor,Computer Science,1,3902,No,Yes,5,4,Dissatisfied,Montreal,McGill University,PhD,4.0,38000,68.9,1400,235,750,1.35,1
19,Christopher Smith,31,Male,Japan,Lynch-Wilson University,Bachelor,Engineering,3,20959,No,No,1,5,Very Dissatisfied,Osaka,Osaka University,Bachelor,4.0,6800,71.2,900,220,750,145.8,0
26,Shawn Russell,28,Male,China,Cross-Carter University,PhD,Computer Science,2,41169,No,Yes,4,3,Very Satisfied,Beijing,Tsinghua University,Master,3.0,8900,51.2,800,140,400,7.15,4
26,Shawn Russell,28,Male,China,Cross-Carter University,PhD,Computer Science,2,41169,No,Yes,4,3,Very Satisfied,Guangzhou,Sun Yat-sen University,Master,3.0,6900,43.8,480,140,400,7.15,4
29,Julia Watson,23,Other,China,"Archer, Chapman and Stevens University",PhD,Computer Science,2,7726,No,Yes,1,5,Very Satisfied,Beijing,Tsinghua University,Master,3.0,8900,51.2,800,140,400,7.15,4
29,Julia Watson,23,Other,China,"Archer, Chapman and Stevens University",PhD,Computer Science,2,7726,No,Yes,1,5,Very Satisfied,Guangzhou,Sun Yat-sen University,Master,3.0,6900,43.8,480,140,400,7.15,4
